id,name,simple_role,what_it_is,why_it_is_used,common_in,child_note,who_should_take_care,headline_risk_or_benefit,region_status_short,rating,quick_advice,vegan,aka_on_labels,sources_primary,last_updated,uk_grade_weight,uk_grade_note
E951,Aspartame,Sweetener,Aspartame provides sweetness with less or no sugar.,Sweet taste with fewer calories or dental impact.,"diet drinks, sugar-free sweets, chewing gum",High-intensity sweeteners keep the sweet taste habit—use sparingly.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, make water/milk the default. Sugar alcohols can cause tummy upset in excess.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,10,
E952,Cyclamates,Sweetener,Cyclamates provides sweetness with less or no sugar.,Sweet taste with fewer calories or dental impact.,"diet drinks, sugar-free sweets, chewing gum",High-intensity sweeteners keep the sweet taste habit—use sparingly.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, make water/milk the default. Sugar alcohols can cause tummy upset in excess.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,10,
E953,Isomalt,Sweetener,Isomalt provides sweetness with less or no sugar.,Sweet taste with fewer calories or dental impact.,"diet drinks, sugar-free sweets, chewing gum",High-intensity sweeteners keep the sweet taste habit—use sparingly.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, make water/milk the default. Sugar alcohols can cause tummy upset in excess.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,
E954,Saccharin,Sweetener,Saccharin provides sweetness with less or no sugar.,Sweet taste with fewer calories or dental impact.,"diet drinks, sugar-free sweets, chewing gum",High-intensity sweeteners keep the sweet taste habit—use sparingly.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, make water/milk the default. Sugar alcohols can cause tummy upset in excess.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,10,
E955,Sucralose,Sweetener,Sucralose provides sweetness with less or no sugar.,Sweet taste with fewer calories or dental impact.,"diet drinks, sugar-free sweets, chewing gum",High-intensity sweeteners keep the sweet taste habit—use sparingly.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, make water/milk the default. Sugar alcohols can cause tummy upset in excess.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,10,
E957,Thaumatin,Sweetener,Thaumatin provides sweetness with less or no sugar.,Sweet taste with fewer calories or dental impact.,"diet drinks, sugar-free sweets, chewing gum",High-intensity sweeteners keep the sweet taste habit—use sparingly.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, make water/milk the default. Sugar alcohols can cause tummy upset in excess.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,10,
E959,Neohesperidine DC,Sweetener,Neohesperidine DC provides sweetness with less or no sugar.,Sweet taste with fewer calories or dental impact.,"diet drinks, sugar-free sweets, chewing gum",High-intensity sweeteners keep the sweet taste habit—use sparingly.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, make water/milk the default. Sugar alcohols can cause tummy upset in excess.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,10,
E960,Steviol glycosides,Sweetener,Steviol glycosides provides sweetness with less or no sugar.,Sweet taste with fewer calories or dental impact.,"diet drinks, sugar-free sweets, chewing gum",High-intensity sweeteners keep the sweet taste habit—use sparingly.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, make water/milk the default. Sugar alcohols can cause tummy upset in excess.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,10,
E961,Neotame,Sweetener,Neotame provides sweetness with less or no sugar.,Sweet taste with fewer calories or dental impact.,"diet drinks, sugar-free sweets, chewing gum",High-intensity sweeteners keep the sweet taste habit—use sparingly.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, make water/milk the default. Sugar alcohols can cause tummy upset in excess.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,10,
E962,Aspartame-acesulfame salt,Sweetener,Aspartame-acesulfame salt provides sweetness with less or no sugar.,Sweet taste with fewer calories or dental impact.,"diet drinks, sugar-free sweets, chewing gum",High-intensity sweeteners keep the sweet taste habit—use sparingly.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, make water/milk the default. Sugar alcohols can cause tummy upset in excess.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,10,
E965,Maltitol,Sweetener,Maltitol provides sweetness with less or no sugar.,Sweet taste with fewer calories or dental impact.,"diet drinks, sugar-free sweets, chewing gum",High-intensity sweeteners keep the sweet taste habit—use sparingly.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, make water/milk the default. Sugar alcohols can cause tummy upset in excess.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,
E966,Lactitol,Sweetener,Lactitol provides sweetness with less or no sugar.,Sweet taste with fewer calories or dental impact.,"diet drinks, sugar-free sweets, chewing gum",High-intensity sweeteners keep the sweet taste habit—use sparingly.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, make water/milk the default. Sugar alcohols can cause tummy upset in excess.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,
E967,Xylitol,Sweetener,Xylitol provides sweetness with less or no sugar.,Sweet taste with fewer calories or dental impact.,"diet drinks, sugar-free sweets, chewing gum",High-intensity sweeteners keep the sweet taste habit—use sparingly.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, make water/milk the default. Sugar alcohols can cause tummy upset in excess.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,
E968,Erythritol,Sweetener,Erythritol provides sweetness with less or no sugar.,Sweet taste with fewer calories or dental impact.,"diet drinks, sugar-free sweets, chewing gum",High-intensity sweeteners keep the sweet taste habit—use sparingly.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, make water/milk the default. Sugar alcohols can cause tummy upset in excess.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,8,
E999,Quillaia extract (foaming agent for drinks),Sweetener,Quillaia extract (foaming agent for drinks) provides sweetness with less or no sugar.,Sweet taste with fewer calories or dental impact.,"diet drinks, sugar-free sweets, chewing gum",High-intensity sweeteners keep the sweet taste habit—use sparingly.,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Limit,"For kids, make water/milk the default. Sugar alcohols can cause tummy upset in excess.",vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,10,
E290,Carbon dioxide,Gas (propellant/packaging),"Carbon dioxide is a permitted gas used for whipping, dispensing, or protecting foods in packs.",Safer packaging and dispensing.,"whipped cream, crisps, MAP packs",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,Propellants are not significant dietary exposures when used as intended.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,0,
E938,Argon,Gas (propellant/packaging),"Argon is a permitted gas used for whipping, dispensing, or protecting foods in packs.",Safer packaging and dispensing.,"whipped cream, crisps, MAP packs",,,Widely used; limits apply depending on food.,EU/GB/US: permitted,Generally OK,Propellants are not significant dietary exposures when used as intended.,vegan,,"[{""title"": ""EU framework: Regulation (EC) No 1333/2008 (food additives)"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2008/1333/oj""}, {""title"": ""EU additive specifications: Regulation (EU) No 231/2012"", ""url"": ""https://eur-lex.europa.eu/eli/reg/2012/231/oj""}, {""title"": ""JECFA additives database (WHO/FAO)"", ""url"": ""https://apps.who.int/food-additives-contaminants-jecfa-database/chemSearch.aspx""}, {""title"": ""US eCFR Title 21 (FDA) \u2014 Food Additives"", ""url"": ""https://www.ecfr.gov/current/title-21""}]",2025-09-05,0,
